Nazwa urzadzenia,Cena (zł),Ocena,Liczba ocen,Czy dostepny,Typ urzadzenia,Sklep,Data
JBL Tune 520 BT,145.0,4.92,6.0,1,Słuchawki (nauszne),Komputronik,2024-12-03
Technics EAH-A800E-K,1199.0,,0.0,1,Słuchawki (nauszne),Komputronik,2024-12-03
Soundcore Liberty 4 NC,269.0,5.0,3.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-03
Sony WHCH720 ANC,329.0,5.0,22.0,1,Słuchawki (nauszne),Komputronik,2024-12-03
Apple AirPods 4 gen,594.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-03
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),840.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-03
Samsung Galaxy Tab A9 (X110) 128GB,799.0,5.0,7.0,1,Tablet,Komputronik,2024-12-03
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1999.0,5.0,3.0,1,Tablet,Komputronik,2024-12-03
"Apple iPad 10.2"" A13 (9.gen) 64GB",1599.0,5.0,7.0,1,Tablet,Komputronik,2024-12-03
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.95,10.0,1,Tablet,Komputronik,2024-12-03
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,1799.0,,0.0,0,Tablet,Komputronik,2024-12-03
Xiaomi Redmi Pad Pro 8/256GB,1149.0,,0.0,1,Tablet,Komputronik,2024-12-03
Samsung Galaxy Tab A9+ (X210) 128GB,949.0,5.0,8.0,0,Tablet,Komputronik,2024-12-03
"LG UltraFine 27UN880P-B - 27""",1649.0,5.0,1.0,0,Monitor,Komputronik,2024-12-03
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",559.0,5.0,3.0,1,Monitor,Komputronik,2024-12-03
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",919.0,5.0,4.0,0,Monitor,Komputronik,2024-12-03
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",645.0,4.85,20.0,1,Monitor,Komputronik,2024-12-03
"ASUS VY279HGE - 27""",749.0,5.0,5.0,1,Monitor,Komputronik,2024-12-03
"Xiaomi A27i - 27""",469.0,5.0,1.0,0,Monitor,Komputronik,2024-12-03
"LG UltraGear 27GS85Q-B - 27""",1049.0,5.0,1.0,1,Monitor,Komputronik,2024-12-03
Samsung Galaxy Buds 3,499.0,5.0,2.0,1,Słuchawki (douszne),Komputronik,2024-12-04
Apple AirPods 3 gen (Lightning Charging Case),820.0,5.0,1.0,1,Słuchawki (douszne),Komputronik,2024-12-04
Apple AirPods Pro 2 gen MagSafe,1099.0,4.86,7.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-04
Apple AirPods 2 gen,699.0,5.0,15.0,0,Słuchawki (douszne),Komputronik,2024-12-04
JBL Tune 770 BT NC,299.0,5.0,4.0,0,Słuchawki (nauszne),Komputronik,2024-12-04
JBL Tune 520 BT,145.0,4.92,6.0,1,Słuchawki (nauszne),Komputronik,2024-12-04
Technics EAH-A800E-K,1199.0,,0.0,1,Słuchawki (nauszne),Komputronik,2024-12-04
Soundcore Liberty 4 NC,269.0,5.0,3.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-04
Sony WHCH720 ANC,329.0,5.0,22.0,1,Słuchawki (nauszne),Komputronik,2024-12-04
Apple AirPods 4 gen,599.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-04
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),849.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-04
Samsung Galaxy Tab A9 (X110) 128GB,747.0,5.0,7.0,1,Tablet,Komputronik,2024-12-04
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1999.0,5.0,3.0,1,Tablet,Komputronik,2024-12-04
"Apple iPad 10.2"" A13 (9.gen) 64GB",1594.0,5.0,7.0,1,Tablet,Komputronik,2024-12-04
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.95,10.0,1,Tablet,Komputronik,2024-12-04
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,1799.0,,0.0,0,Tablet,Komputronik,2024-12-04
Xiaomi Redmi Pad Pro 8/256GB,1149.0,,0.0,1,Tablet,Komputronik,2024-12-04
Samsung Galaxy Tab A9+ (X210) 128GB,949.0,5.0,8.0,0,Tablet,Komputronik,2024-12-04
"LG UltraFine 27UN880P-B - 27""",1649.0,5.0,1.0,0,Monitor,Komputronik,2024-12-04
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",559.0,5.0,3.0,1,Monitor,Komputronik,2024-12-04
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",919.0,5.0,4.0,0,Monitor,Komputronik,2024-12-04
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",645.0,4.85,20.0,1,Monitor,Komputronik,2024-12-04
"ASUS VY279HGE - 27""",749.0,5.0,5.0,1,Monitor,Komputronik,2024-12-04
"Xiaomi A27i - 27""",402.0,5.0,1.0,1,Monitor,Komputronik,2024-12-04
"LG UltraGear 27GS85Q-B - 27""",1499.0,5.0,1.0,1,Monitor,Komputronik,2024-12-04
Samsung Galaxy Buds 3,499.0,5.0,2.0,1,Słuchawki (douszne),Komputronik,2024-12-05
Apple AirPods 3 gen (Lightning Charging Case),820.0,5.0,1.0,1,Słuchawki (douszne),Komputronik,2024-12-05
Apple AirPods Pro 2 gen MagSafe,1099.0,4.86,7.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-05
Apple AirPods 2 gen,699.0,5.0,15.0,0,Słuchawki (douszne),Komputronik,2024-12-05
JBL Tune 770 BT NC,349.0,5.0,4.0,0,Słuchawki (nauszne),Komputronik,2024-12-05
JBL Tune 520 BT,179.0,4.92,6.0,1,Słuchawki (nauszne),Komputronik,2024-12-05
Technics EAH-A800E-K,1199.0,,0.0,1,Słuchawki (nauszne),Komputronik,2024-12-05
Soundcore Liberty 4 NC,289.0,5.0,3.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-05
Sony WHCH720 ANC,329.0,5.0,22.0,1,Słuchawki (nauszne),Komputronik,2024-12-05
Apple AirPods 4 gen,599.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-05
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),849.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-05
Samsung Galaxy Tab A9 (X110) 128GB,747.0,5.0,7.0,1,Tablet,Komputronik,2024-12-05
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",2199.0,5.0,3.0,0,Tablet,Komputronik,2024-12-05
"Apple iPad 10.2"" A13 (9.gen) 64GB",1594.0,5.0,7.0,1,Tablet,Komputronik,2024-12-05
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.95,10.0,1,Tablet,Komputronik,2024-12-05
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,1799.0,,0.0,0,Tablet,Komputronik,2024-12-05
Xiaomi Redmi Pad Pro 8/256GB,1149.0,,0.0,1,Tablet,Komputronik,2024-12-05
Samsung Galaxy Tab A9+ (X210) 128GB,949.0,5.0,8.0,0,Tablet,Komputronik,2024-12-05
"LG UltraFine 27UN880P-B - 27""",1649.0,5.0,1.0,0,Monitor,Komputronik,2024-12-05
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",559.0,5.0,3.0,1,Monitor,Komputronik,2024-12-05
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",919.0,5.0,4.0,0,Monitor,Komputronik,2024-12-05
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",645.0,4.85,20.0,1,Monitor,Komputronik,2024-12-05
"ASUS VY279HGE - 27""",749.0,5.0,5.0,1,Monitor,Komputronik,2024-12-05
"Xiaomi A27i - 27""",469.0,5.0,1.0,0,Monitor,Komputronik,2024-12-05
"LG UltraGear 27GS85Q-B - 27""",1499.0,5.0,1.0,1,Monitor,Komputronik,2024-12-05
Samsung Galaxy Buds 3,499.0,5.0,2.0,1,Słuchawki (douszne),Komputronik,2024-12-06
Apple AirPods 3 gen (Lightning Charging Case),820.0,5.0,1.0,1,Słuchawki (douszne),Komputronik,2024-12-06
Apple AirPods Pro 2 gen MagSafe,1099.0,4.86,7.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-06
Apple AirPods 2 gen,541.0,5.0,15.0,1,Słuchawki (douszne),Komputronik,2024-12-06
JBL Tune 770 BT NC,299.0,5.0,4.0,1,Słuchawki (nauszne),Komputronik,2024-12-06
JBL Tune 520 BT,141.0,4.92,6.0,1,Słuchawki (nauszne),Komputronik,2024-12-06
Technics EAH-A800E-K,1199.0,,0.0,1,Słuchawki (nauszne),Komputronik,2024-12-06
Soundcore Liberty 4 NC,335.0,5.0,3.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-06
Sony WHCH720 ANC,329.0,5.0,22.0,1,Słuchawki (nauszne),Komputronik,2024-12-06
Apple AirPods 4 gen,595.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-06
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),849.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-06
Samsung Galaxy Tab A9 (X110) 128GB,747.0,5.0,7.0,1,Tablet,Komputronik,2024-12-06
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1799.0,5.0,3.0,1,Tablet,Komputronik,2024-12-06
"Apple iPad 10.2"" A13 (9.gen) 64GB",1594.0,5.0,7.0,1,Tablet,Komputronik,2024-12-06
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.95,10.0,1,Tablet,Komputronik,2024-12-06
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,1799.0,,0.0,0,Tablet,Komputronik,2024-12-06
Xiaomi Redmi Pad Pro 8/256GB,1599.0,,0.0,0,Tablet,Komputronik,2024-12-06
Samsung Galaxy Tab A9+ (X210) 128GB,949.0,5.0,8.0,0,Tablet,Komputronik,2024-12-06
"LG UltraFine 27UN880P-B - 27""",1649.0,5.0,1.0,0,Monitor,Komputronik,2024-12-06
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",559.0,5.0,3.0,1,Monitor,Komputronik,2024-12-06
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",919.0,5.0,4.0,0,Monitor,Komputronik,2024-12-06
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",645.0,4.85,20.0,1,Monitor,Komputronik,2024-12-06
"ASUS VY279HGE - 27""",749.0,5.0,5.0,1,Monitor,Komputronik,2024-12-06
"Xiaomi A27i - 27""",402.0,5.0,1.0,1,Monitor,Komputronik,2024-12-06
"LG UltraGear 27GS85Q-B - 27""",999.0,5.0,1.0,1,Monitor,Komputronik,2024-12-06
Samsung Galaxy Buds 3,499.0,5.0,2.0,1,Słuchawki (douszne),Komputronik,2024-12-07
Apple AirPods 3 gen (Lightning Charging Case),820.0,5.0,1.0,1,Słuchawki (douszne),Komputronik,2024-12-07
Apple AirPods Pro 2 gen MagSafe,1099.0,4.86,7.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-07
Apple AirPods 2 gen,699.0,5.0,15.0,0,Słuchawki (douszne),Komputronik,2024-12-07
JBL Tune 770 BT NC,299.0,5.0,4.0,1,Słuchawki (nauszne),Komputronik,2024-12-07
JBL Tune 520 BT,141.0,4.92,6.0,1,Słuchawki (nauszne),Komputronik,2024-12-07
Technics EAH-A800E-K,1199.0,,0.0,1,Słuchawki (nauszne),Komputronik,2024-12-07
Soundcore Liberty 4 NC,259.0,5.0,3.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-07
Sony WHCH720 ANC,329.0,5.0,22.0,1,Słuchawki (nauszne),Komputronik,2024-12-07
Apple AirPods 4 gen,594.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-07
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),849.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-07
Samsung Galaxy Tab A9 (X110) 128GB,747.0,5.0,7.0,1,Tablet,Komputronik,2024-12-07
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1799.0,5.0,3.0,1,Tablet,Komputronik,2024-12-07
"Apple iPad 10.2"" A13 (9.gen) 64GB",1594.0,5.0,7.0,1,Tablet,Komputronik,2024-12-07
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.95,10.0,1,Tablet,Komputronik,2024-12-07
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,1799.0,,0.0,0,Tablet,Komputronik,2024-12-07
Xiaomi Redmi Pad Pro 8/256GB,1599.0,,0.0,0,Tablet,Komputronik,2024-12-07
Samsung Galaxy Tab A9+ (X210) 128GB,949.0,5.0,8.0,0,Tablet,Komputronik,2024-12-07
"LG UltraFine 27UN880P-B - 27""",1649.0,5.0,1.0,0,Monitor,Komputronik,2024-12-07
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",559.0,5.0,3.0,1,Monitor,Komputronik,2024-12-07
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",919.0,5.0,4.0,0,Monitor,Komputronik,2024-12-07
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",645.0,4.85,20.0,0,Monitor,Komputronik,2024-12-07
"ASUS VY279HGE - 27""",749.0,5.0,5.0,0,Monitor,Komputronik,2024-12-07
"Xiaomi A27i - 27""",402.0,5.0,1.0,1,Monitor,Komputronik,2024-12-07
"LG UltraGear 27GS85Q-B - 27""",999.0,5.0,1.0,1,Monitor,Komputronik,2024-12-07
Samsung Galaxy Buds 3,499.0,5.0,2.0,1,Słuchawki (douszne),Komputronik,2024-12-08
Apple AirPods 3 gen (Lightning Charging Case),820.0,5.0,1.0,1,Słuchawki (douszne),Komputronik,2024-12-08
Apple AirPods Pro 2 gen MagSafe,1099.0,4.86,7.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-08
Apple AirPods 2 gen,699.0,5.0,15.0,0,Słuchawki (douszne),Komputronik,2024-12-08
JBL Tune 770 BT NC,299.0,5.0,4.0,1,Słuchawki (nauszne),Komputronik,2024-12-08
JBL Tune 520 BT,169.0,4.92,6.0,1,Słuchawki (nauszne),Komputronik,2024-12-08
Technics EAH-A800E-K,1199.0,,0.0,1,Słuchawki (nauszne),Komputronik,2024-12-08
Soundcore Liberty 4 NC,259.0,5.0,3.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-08
Sony WHCH720 ANC,329.0,5.0,22.0,1,Słuchawki (nauszne),Komputronik,2024-12-08
Apple AirPods 4 gen,594.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-08
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),849.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-08
Samsung Galaxy Tab A9 (X110) 128GB,747.0,5.0,7.0,1,Tablet,Komputronik,2024-12-08
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1799.0,5.0,3.0,1,Tablet,Komputronik,2024-12-08
"Apple iPad 10.2"" A13 (9.gen) 64GB",1594.0,5.0,7.0,1,Tablet,Komputronik,2024-12-08
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.95,10.0,1,Tablet,Komputronik,2024-12-08
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,1799.0,,0.0,0,Tablet,Komputronik,2024-12-08
Xiaomi Redmi Pad Pro 8/256GB,1599.0,,0.0,0,Tablet,Komputronik,2024-12-08
Samsung Galaxy Tab A9+ (X210) 128GB,949.0,5.0,8.0,0,Tablet,Komputronik,2024-12-08
"LG UltraFine 27UN880P-B - 27""",1649.0,5.0,1.0,0,Monitor,Komputronik,2024-12-08
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",559.0,5.0,3.0,1,Monitor,Komputronik,2024-12-08
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",919.0,5.0,4.0,0,Monitor,Komputronik,2024-12-08
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",645.0,4.85,20.0,0,Monitor,Komputronik,2024-12-08
"ASUS VY279HGE - 27""",749.0,5.0,5.0,0,Monitor,Komputronik,2024-12-08
"Xiaomi A27i - 27""",402.0,5.0,1.0,1,Monitor,Komputronik,2024-12-08
"LG UltraGear 27GS85Q-B - 27""",999.0,5.0,1.0,1,Monitor,Komputronik,2024-12-08
Samsung Galaxy Buds 3,749.0,5.0,2.0,1,Słuchawki (douszne),Komputronik,2024-12-09
Apple AirPods 3 gen (Lightning Charging Case),820.0,5.0,1.0,1,Słuchawki (douszne),Komputronik,2024-12-09
Apple AirPods Pro 2 gen MagSafe,1099.0,4.86,7.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-09
Apple AirPods 2 gen,699.0,5.0,15.0,1,Słuchawki (douszne),Komputronik,2024-12-09
JBL Tune 770 BT NC,299.0,5.0,4.0,1,Słuchawki (nauszne),Komputronik,2024-12-09
JBL Tune 520 BT,158.0,4.92,6.0,1,Słuchawki (nauszne),Komputronik,2024-12-09
Technics EAH-A800E-K,1199.0,,0.0,1,Słuchawki (nauszne),Komputronik,2024-12-09
Soundcore Liberty 4 NC,259.0,5.0,3.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-09
Sony WHCH720 ANC,329.0,5.0,22.0,1,Słuchawki (nauszne),Komputronik,2024-12-09
Apple AirPods 4 gen,599.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-09
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),849.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-09
Samsung Galaxy Tab A9 (X110) 128GB,747.0,5.0,7.0,1,Tablet,Komputronik,2024-12-09
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1799.0,5.0,3.0,1,Tablet,Komputronik,2024-12-09
"Apple iPad 10.2"" A13 (9.gen) 64GB",1594.0,5.0,7.0,1,Tablet,Komputronik,2024-12-09
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.95,10.0,1,Tablet,Komputronik,2024-12-09
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,1799.0,,0.0,0,Tablet,Komputronik,2024-12-09
Xiaomi Redmi Pad Pro 8/256GB,1599.0,,0.0,0,Tablet,Komputronik,2024-12-09
Samsung Galaxy Tab A9+ (X210) 128GB,949.0,5.0,8.0,0,Tablet,Komputronik,2024-12-09
"LG UltraFine 27UN880P-B - 27""",1649.0,5.0,1.0,0,Monitor,Komputronik,2024-12-09
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",559.0,5.0,3.0,1,Monitor,Komputronik,2024-12-09
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",919.0,5.0,4.0,0,Monitor,Komputronik,2024-12-09
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",645.0,4.85,20.0,0,Monitor,Komputronik,2024-12-09
"ASUS VY279HGE - 27""",749.0,5.0,5.0,1,Monitor,Komputronik,2024-12-09
"Xiaomi A27i - 27""",402.0,5.0,1.0,1,Monitor,Komputronik,2024-12-09
"LG UltraGear 27GS85Q-B - 27""",999.0,5.0,1.0,1,Monitor,Komputronik,2024-12-09
Samsung Galaxy Buds 3,749.0,5.0,2.0,1,Słuchawki (douszne),Komputronik,2024-12-10
Apple AirPods 3 gen (Lightning Charging Case),820.0,5.0,1.0,1,Słuchawki (douszne),Komputronik,2024-12-10
Apple AirPods Pro 2 gen MagSafe,1099.0,4.86,7.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-10
Apple AirPods 2 gen,541.0,5.0,15.0,1,Słuchawki (douszne),Komputronik,2024-12-10
JBL Tune 770 BT NC,299.0,5.0,4.0,0,Słuchawki (nauszne),Komputronik,2024-12-10
JBL Tune 520 BT,158.0,4.92,6.0,1,Słuchawki (nauszne),Komputronik,2024-12-10
Technics EAH-A800E-K,1199.0,,0.0,1,Słuchawki (nauszne),Komputronik,2024-12-10
Soundcore Liberty 4 NC,259.0,5.0,3.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-10
Sony WHCH720 ANC,329.0,5.0,22.0,1,Słuchawki (nauszne),Komputronik,2024-12-10
Apple AirPods 4 gen,599.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-10
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),849.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-10
Samsung Galaxy Tab A9 (X110) 128GB,747.0,5.0,7.0,1,Tablet,Komputronik,2024-12-10
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1799.0,5.0,3.0,1,Tablet,Komputronik,2024-12-10
"Apple iPad 10.2"" A13 (9.gen) 64GB",1599.0,5.0,7.0,1,Tablet,Komputronik,2024-12-10
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.95,10.0,1,Tablet,Komputronik,2024-12-10
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,1799.0,,0.0,0,Tablet,Komputronik,2024-12-10
Xiaomi Redmi Pad Pro 8/256GB,1149.0,,0.0,1,Tablet,Komputronik,2024-12-10
Samsung Galaxy Tab A9+ (X210) 128GB,949.0,5.0,8.0,0,Tablet,Komputronik,2024-12-10
"LG UltraFine 27UN880P-B - 27""",1649.0,5.0,1.0,0,Monitor,Komputronik,2024-12-10
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",559.0,5.0,3.0,1,Monitor,Komputronik,2024-12-10
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",919.0,5.0,4.0,0,Monitor,Komputronik,2024-12-10
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",645.0,4.85,20.0,0,Monitor,Komputronik,2024-12-10
"ASUS VY279HGE - 27""",749.0,5.0,5.0,1,Monitor,Komputronik,2024-12-10
"Xiaomi A27i - 27""",402.0,5.0,1.0,0,Monitor,Komputronik,2024-12-10
"LG UltraGear 27GS85Q-B - 27""",999.0,5.0,1.0,1,Monitor,Komputronik,2024-12-10
Samsung Galaxy Buds 3,749.0,5.0,2.0,1,Słuchawki (douszne),Komputronik,2024-12-11
Apple AirPods 3 gen (Lightning Charging Case),820.0,5.0,1.0,1,Słuchawki (douszne),Komputronik,2024-12-11
Apple AirPods Pro 2 gen MagSafe,1099.0,4.86,7.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-11
Apple AirPods 2 gen,519.0,5.0,15.0,1,Słuchawki (douszne),Komputronik,2024-12-11
JBL Tune 770 BT NC,299.0,5.0,4.0,1,Słuchawki (nauszne),Komputronik,2024-12-11
JBL Tune 520 BT,159.0,4.92,6.0,1,Słuchawki (nauszne),Komputronik,2024-12-11
Technics EAH-A800E-K,1199.0,,0.0,1,Słuchawki (nauszne),Komputronik,2024-12-11
Soundcore Liberty 4 NC,259.0,5.0,4.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-11
Sony WHCH720 ANC,329.0,5.0,22.0,1,Słuchawki (nauszne),Komputronik,2024-12-11
Apple AirPods 4 gen,599.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-11
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),849.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-11
Samsung Galaxy Tab A9 (X110) 128GB,747.0,5.0,7.0,1,Tablet,Komputronik,2024-12-11
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1799.0,5.0,3.0,1,Tablet,Komputronik,2024-12-11
"Apple iPad 10.2"" A13 (9.gen) 64GB",1599.0,5.0,7.0,1,Tablet,Komputronik,2024-12-11
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.95,10.0,1,Tablet,Komputronik,2024-12-11
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,1799.0,,0.0,0,Tablet,Komputronik,2024-12-11
Xiaomi Redmi Pad Pro 8/256GB,1149.0,,0.0,0,Tablet,Komputronik,2024-12-11
Samsung Galaxy Tab A9+ (X210) 128GB,949.0,5.0,8.0,1,Tablet,Komputronik,2024-12-11
"LG UltraFine 27UN880P-B - 27""",1649.0,5.0,1.0,0,Monitor,Komputronik,2024-12-11
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",559.0,5.0,3.0,1,Monitor,Komputronik,2024-12-11
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",919.0,5.0,4.0,0,Monitor,Komputronik,2024-12-11
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",645.0,4.85,20.0,0,Monitor,Komputronik,2024-12-11
"ASUS VY279HGE - 27""",749.0,5.0,5.0,1,Monitor,Komputronik,2024-12-11
"Xiaomi A27i - 27""",402.0,5.0,1.0,0,Monitor,Komputronik,2024-12-11
"LG UltraGear 27GS85Q-B - 27""",999.0,5.0,1.0,1,Monitor,Komputronik,2024-12-11
Samsung Galaxy Buds 3,749.0,5.0,2.0,1,Słuchawki (douszne),Komputronik,2024-12-12
Apple AirPods 3 gen (Lightning Charging Case),820.0,5.0,1.0,1,Słuchawki (douszne),Komputronik,2024-12-12
Apple AirPods Pro 2 gen MagSafe,1099.0,4.86,7.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-12
Apple AirPods 2 gen,519.0,5.0,15.0,1,Słuchawki (douszne),Komputronik,2024-12-12
JBL Tune 770 BT NC,299.0,5.0,4.0,1,Słuchawki (nauszne),Komputronik,2024-12-12
JBL Tune 520 BT,141.0,4.92,6.0,1,Słuchawki (nauszne),Komputronik,2024-12-12
Technics EAH-A800E-K,1199.0,,0.0,1,Słuchawki (nauszne),Komputronik,2024-12-12
Soundcore Liberty 4 NC,259.0,5.0,4.0,1,Słuchawki (dokanałowe),Komputronik,2024-12-12
Sony WHCH720 ANC,329.0,5.0,22.0,1,Słuchawki (nauszne),Komputronik,2024-12-12
Apple AirPods 4 gen,599.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-12
Apple AirPods 4 gen ANC (z aktywną redukcją hałasu),849.0,,0.0,1,Słuchawki (douszne),Komputronik,2024-12-12
Samsung Galaxy Tab A9 (X110) 128GB,747.0,5.0,7.0,1,Tablet,Komputronik,2024-12-12
"Huawei MatePad 11.5"" S 8/256GB + klwiatura + rysik",1999.0,5.0,3.0,1,Tablet,Komputronik,2024-12-12
"Apple iPad 10.2"" A13 (9.gen) 64GB",1599.0,5.0,7.0,1,Tablet,Komputronik,2024-12-12
Lenovo TAB P11 2 gen (TB350FU) 6/128GB,999.0,4.95,10.0,1,Tablet,Komputronik,2024-12-12
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB,1799.0,,0.0,0,Tablet,Komputronik,2024-12-12
Xiaomi Redmi Pad Pro 8/256GB,1149.0,,0.0,0,Tablet,Komputronik,2024-12-12
Samsung Galaxy Tab A9+ (X210) 128GB,949.0,5.0,8.0,0,Tablet,Komputronik,2024-12-12
"LG UltraFine 27UN880P-B - 27""",1649.0,5.0,1.0,0,Monitor,Komputronik,2024-12-12
"iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8""",559.0,5.0,3.0,1,Monitor,Komputronik,2024-12-12
"iiyama G-Master GB2770QSU-B5 Red Eagle - 27""",919.0,5.0,4.0,0,Monitor,Komputronik,2024-12-12
"Samsung Odyssey G30A LS27AG300NRXEN - 27""",645.0,4.85,20.0,0,Monitor,Komputronik,2024-12-12
"ASUS VY279HGE - 27""",749.0,5.0,5.0,1,Monitor,Komputronik,2024-12-12
"Xiaomi A27i - 27""",469.0,5.0,1.0,0,Monitor,Komputronik,2024-12-12
"LG UltraGear 27GS85Q-B - 27""",999.0,5.0,2.0,1,Monitor,Komputronik,2024-12-12
Samsung Galaxy Buds 3,749.0,5.0,2.0,1,Słuchawki (douszne),Komputronik,2024-12-13
Apple AirPods 3 gen (Lightning Charging Case),820.0,5.0,1.0,1,Słuchawki (douszne),Komputronik,2024-12-13
