Nazwa urzadzenia,Cena (zł),Ocena,Liczba ocen,Czy dostepny,Typ urzadzenia,Sklep,Data
Apple AirPods 4 gen,649,,0,1,Słuchawki (douszne),Komputronik,2024-10-27
Apple AirPods 4 gen ANC,899,,0,1,Słuchawki (douszne),Komputronik,2024-10-27
Samsung Galaxy Tab A9 8.7 128GB szary (X110),769,5,7,1,Tablet,Komputronik,2024-10-27
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,2199,5,3,1,Tablet,Komputronik,2024-10-27
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1548,5,7,1,Tablet,Komputronik,2024-10-27
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-10-27
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,1,Tablet,Komputronik,2024-10-27
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1399,,0,1,Tablet,Komputronik,2024-10-27
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),942,5,8,1,Tablet,Komputronik,2024-10-27
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-10-27
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-10-27
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1272,5,4,1,Monitor,Komputronik,2024-10-27
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-10-27
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-10-27
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-10-27
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1299,5,1,1,Monitor,Komputronik,2024-10-27
Samsung Galaxy Buds3 Srebrne,599,5,1,1,Słuchawki (douszne),Komputronik,2024-10-28
Apple AirPods 3 gen (Lightning Charging Case),849,5,1,1,Słuchawki (douszne),Komputronik,2024-10-28
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-10-28
Apple AirPods 2 gen,499,5,15,1,Słuchawki (douszne),Komputronik,2024-10-28
JBL Tune 770 BT NC Czarny,283,5,4,1,Słuchawki (nauszne),Komputronik,2024-10-28
JBL Tune 520 BT Czarne,159,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-10-28
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-10-28
Soundcore Liberty 4 NC Czarne,296,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-10-28
Sony WHCH720 Czarne,322,5,21,1,Słuchawki (nauszne),Komputronik,2024-10-28
Apple AirPods 4 gen,649,,0,1,Słuchawki (douszne),Komputronik,2024-10-28
Apple AirPods 4 gen ANC,899,,0,1,Słuchawki (douszne),Komputronik,2024-10-28
Samsung Galaxy Tab A9 8.7 128GB szary (X110),769,5,7,1,Tablet,Komputronik,2024-10-28
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,2199,5,3,1,Tablet,Komputronik,2024-10-28
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1548,5,7,1,Tablet,Komputronik,2024-10-28
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-10-28
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,1,Tablet,Komputronik,2024-10-28
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1399,,0,1,Tablet,Komputronik,2024-10-28
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),1199,5,8,1,Tablet,Komputronik,2024-10-28
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-10-28
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-10-28
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1272,5,4,1,Monitor,Komputronik,2024-10-28
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-10-28
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-10-28
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-10-28
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1299,5,1,1,Monitor,Komputronik,2024-10-28
Samsung Galaxy Buds3 Srebrne,599,5,1,1,Słuchawki (douszne),Komputronik,2024-10-29
Apple AirPods 3 gen (Lightning Charging Case),849,5,1,1,Słuchawki (douszne),Komputronik,2024-10-29
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-10-29
Apple AirPods 2 gen,499,5,15,1,Słuchawki (douszne),Komputronik,2024-10-29
JBL Tune 770 BT NC Czarny,283,5,4,1,Słuchawki (nauszne),Komputronik,2024-10-29
JBL Tune 520 BT Czarne,159,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-10-29
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-10-29
Soundcore Liberty 4 NC Czarne,296,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-10-29
Sony WHCH720 Czarne,322,5,21,1,Słuchawki (nauszne),Komputronik,2024-10-29
Apple AirPods 4 gen,649,,0,1,Słuchawki (douszne),Komputronik,2024-10-29
Apple AirPods 4 gen ANC,899,,0,1,Słuchawki (douszne),Komputronik,2024-10-29
Samsung Galaxy Tab A9 8.7 128GB szary (X110),769,5,7,1,Tablet,Komputronik,2024-10-29
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,3,1,Tablet,Komputronik,2024-10-29
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1599,5,7,1,Tablet,Komputronik,2024-10-29
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-10-29
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,1,Tablet,Komputronik,2024-10-29
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1399,,0,1,Tablet,Komputronik,2024-10-29
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),1199,5,8,1,Tablet,Komputronik,2024-10-29
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-10-29
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-10-29
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1272,5,4,1,Monitor,Komputronik,2024-10-29
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-10-29
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-10-29
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-10-29
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1299,5,1,1,Monitor,Komputronik,2024-10-29
Samsung Galaxy Buds3 Srebrne,599,5,1,1,Słuchawki (douszne),Komputronik,2024-10-30
Apple AirPods 3 gen (Lightning Charging Case),849,5,1,1,Słuchawki (douszne),Komputronik,2024-10-30
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-10-30
Apple AirPods 2 gen,499,5,15,1,Słuchawki (douszne),Komputronik,2024-10-30
JBL Tune 770 BT NC Czarny,283,5,4,1,Słuchawki (nauszne),Komputronik,2024-10-30
JBL Tune 520 BT Czarne,159,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-10-30
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-10-30
Soundcore Liberty 4 NC Czarne,296,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-10-30
Sony WHCH720 Czarne,322,5,21,1,Słuchawki (nauszne),Komputronik,2024-10-30
Apple AirPods 4 gen,649,,0,1,Słuchawki (douszne),Komputronik,2024-10-30
Apple AirPods 4 gen ANC,899,,0,1,Słuchawki (douszne),Komputronik,2024-10-30
Samsung Galaxy Tab A9 8.7 128GB szary (X110),769,5,7,1,Tablet,Komputronik,2024-10-30
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,3,1,Tablet,Komputronik,2024-10-30
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1599,5,7,1,Tablet,Komputronik,2024-10-30
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-10-30
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,1,Tablet,Komputronik,2024-10-30
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1399,,0,1,Tablet,Komputronik,2024-10-30
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),1199,5,8,1,Tablet,Komputronik,2024-10-30
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-10-30
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-10-30
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1272,5,4,1,Monitor,Komputronik,2024-10-30
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-10-30
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-10-30
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-10-30
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1299,5,1,1,Monitor,Komputronik,2024-10-30
Samsung Galaxy Buds3 Srebrne,599,5,1,1,Słuchawki (douszne),Komputronik,2024-10-31
Apple AirPods 3 gen (Lightning Charging Case),849,5,1,1,Słuchawki (douszne),Komputronik,2024-10-31
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-10-31
Apple AirPods 2 gen,499,5,15,1,Słuchawki (douszne),Komputronik,2024-10-31
JBL Tune 770 BT NC Czarny,279,5,4,1,Słuchawki (nauszne),Komputronik,2024-10-31
JBL Tune 520 BT Czarne,159,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-10-31
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-10-31
Soundcore Liberty 4 NC Czarne,296,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-10-31
Sony WHCH720 Czarne,322,5,21,1,Słuchawki (nauszne),Komputronik,2024-10-31
Apple AirPods 4 gen,649,,0,1,Słuchawki (douszne),Komputronik,2024-10-31
Apple AirPods 4 gen ANC,899,,0,1,Słuchawki (douszne),Komputronik,2024-10-31
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,7,1,Tablet,Komputronik,2024-10-31
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,3,1,Tablet,Komputronik,2024-10-31
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1599,5,7,1,Tablet,Komputronik,2024-10-31
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-10-31
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,1,Tablet,Komputronik,2024-10-31
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1399,,0,1,Tablet,Komputronik,2024-10-31
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),1199,5,8,1,Tablet,Komputronik,2024-10-31
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-10-31
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-10-31
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1149,5,4,1,Monitor,Komputronik,2024-10-31
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-10-31
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-10-31
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,438,5,1,1,Monitor,Komputronik,2024-10-31
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1299,5,1,1,Monitor,Komputronik,2024-10-31
Samsung Galaxy Buds3 Srebrne,599,5,1,1,Słuchawki (douszne),Komputronik,2024-11-01
Apple AirPods 3 gen (Lightning Charging Case),849,5,1,1,Słuchawki (douszne),Komputronik,2024-11-01
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-11-01
Apple AirPods 2 gen,499,5,15,1,Słuchawki (douszne),Komputronik,2024-11-01
JBL Tune 770 BT NC Czarny,276,5,4,1,Słuchawki (nauszne),Komputronik,2024-11-01
JBL Tune 520 BT Czarne,159,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-11-01
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-11-01
Soundcore Liberty 4 NC Czarne,296,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-11-01
Sony WHCH720 Czarne,319,5,21,1,Słuchawki (nauszne),Komputronik,2024-11-01
Apple AirPods 4 gen,649,,0,1,Słuchawki (douszne),Komputronik,2024-11-01
Apple AirPods 4 gen ANC,899,,0,1,Słuchawki (douszne),Komputronik,2024-11-01
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,7,1,Tablet,Komputronik,2024-11-01
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,3,1,Tablet,Komputronik,2024-11-01
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1547,5,7,1,Tablet,Komputronik,2024-11-01
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-11-01
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,1,Tablet,Komputronik,2024-11-01
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1399,,0,1,Tablet,Komputronik,2024-11-01
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),1199,5,8,1,Tablet,Komputronik,2024-11-01
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-11-01
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-11-01
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1149,5,4,1,Monitor,Komputronik,2024-11-01
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-11-01
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-11-01
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,435,5,1,1,Monitor,Komputronik,2024-11-01
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1299,5,1,1,Monitor,Komputronik,2024-11-01
Samsung Galaxy Buds3 Srebrne,599,5,1,1,Słuchawki (douszne),Komputronik,2024-11-02
Apple AirPods 3 gen (Lightning Charging Case),849,5,1,1,Słuchawki (douszne),Komputronik,2024-11-02
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-11-02
Apple AirPods 2 gen,499,5,15,1,Słuchawki (douszne),Komputronik,2024-11-02
JBL Tune 770 BT NC Czarny,279,5,4,1,Słuchawki (nauszne),Komputronik,2024-11-02
JBL Tune 520 BT Czarne,159,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-11-02
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-11-02
Soundcore Liberty 4 NC Czarne,296,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-11-02
Sony WHCH720 Czarne,319,5,21,1,Słuchawki (nauszne),Komputronik,2024-11-02
Apple AirPods 4 gen,649,,0,1,Słuchawki (douszne),Komputronik,2024-11-02
Apple AirPods 4 gen ANC,899,,0,1,Słuchawki (douszne),Komputronik,2024-11-02
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,7,1,Tablet,Komputronik,2024-11-02
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,3,1,Tablet,Komputronik,2024-11-02
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1547,5,7,1,Tablet,Komputronik,2024-11-02
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-11-02
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,1,Tablet,Komputronik,2024-11-02
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1399,,0,1,Tablet,Komputronik,2024-11-02
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),1199,5,8,1,Tablet,Komputronik,2024-11-02
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-11-02
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-11-02
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1149,5,4,1,Monitor,Komputronik,2024-11-02
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-11-02
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-11-02
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,435,5,1,1,Monitor,Komputronik,2024-11-02
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1299,5,1,1,Monitor,Komputronik,2024-11-02
Samsung Galaxy Buds3 Srebrne,599,5,1,1,Słuchawki (douszne),Komputronik,2024-11-03
Apple AirPods 3 gen (Lightning Charging Case),820,5,1,1,Słuchawki (douszne),Komputronik,2024-11-03
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-11-03
Apple AirPods 2 gen,499,5,15,1,Słuchawki (douszne),Komputronik,2024-11-03
JBL Tune 770 BT NC Czarny,279,5,4,1,Słuchawki (nauszne),Komputronik,2024-11-03
JBL Tune 520 BT Czarne,159,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-11-03
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-11-03
Soundcore Liberty 4 NC Czarne,296,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-11-03
Sony WHCH720 Czarne,319,5,21,1,Słuchawki (nauszne),Komputronik,2024-11-03
Apple AirPods 4 gen,649,,0,1,Słuchawki (douszne),Komputronik,2024-11-03
Apple AirPods 4 gen ANC,899,,0,1,Słuchawki (douszne),Komputronik,2024-11-03
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,7,1,Tablet,Komputronik,2024-11-03
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,3,1,Tablet,Komputronik,2024-11-03
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1547,5,7,1,Tablet,Komputronik,2024-11-03
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-11-03
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,1,Tablet,Komputronik,2024-11-03
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1399,,0,1,Tablet,Komputronik,2024-11-03
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),1199,5,8,1,Tablet,Komputronik,2024-11-03
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-11-03
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-11-03
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,1299,5,4,1,Monitor,Komputronik,2024-11-03
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-11-03
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-11-03
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,435,5,1,1,Monitor,Komputronik,2024-11-03
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1299,5,1,1,Monitor,Komputronik,2024-11-03
Samsung Galaxy Buds3 Srebrne,749,5,1,1,Słuchawki (douszne),Komputronik,2024-11-04
Apple AirPods 3 gen (Lightning Charging Case),820,5,1,1,Słuchawki (douszne),Komputronik,2024-11-04
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-11-04
Apple AirPods 2 gen,499,5,15,1,Słuchawki (douszne),Komputronik,2024-11-04
JBL Tune 770 BT NC Czarny,279,5,4,1,Słuchawki (nauszne),Komputronik,2024-11-04
JBL Tune 520 BT Czarne,159,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-11-04
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-11-04
Soundcore Liberty 4 NC Czarne,296,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-11-04
Sony WHCH720 Czarne,318,5,21,1,Słuchawki (nauszne),Komputronik,2024-11-04
Apple AirPods 4 gen,649,,0,1,Słuchawki (douszne),Komputronik,2024-11-04
Apple AirPods 4 gen ANC,899,,0,1,Słuchawki (douszne),Komputronik,2024-11-04
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,7,1,Tablet,Komputronik,2024-11-04
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,3,1,Tablet,Komputronik,2024-11-04
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1548,5,7,1,Tablet,Komputronik,2024-11-04
Lenovo TAB P11 2nd Gen (TB350FU) 6/128GB WiFi (ZABF0355PL) szary,999,4.95,10,1,Tablet,Komputronik,2024-11-04
Lenovo Yoga Tab 13 (YT-K606F) 8/128GB WiFi (ZA8E0027PL) czarny,1799,,0,1,Tablet,Komputronik,2024-11-04
Xiaomi Redmi Pad Pro 8/256GB WiFi Graphite Gray,1399,,0,1,Tablet,Komputronik,2024-11-04
Samsung Galaxy Tab A9+ 11.0 128GB szary (X210),1199,5,8,1,Tablet,Komputronik,2024-11-04
LG 27UN880P-B - 27'' | IPS | 4K | HDR,1649,5,1,0,Monitor,Komputronik,2024-11-04
iiyama G-Master GB2470HSU-B5 Red Eagle - 23.8'' | Fast IPS | Full HD | 0.8ms | 165Hz,739,5,3,1,Monitor,Komputronik,2024-11-04
iiyama G-Master GB2770QSU-B5 Red Eagle - 27'' | Fast IPS | QHD | 0.5ms | 165Hz | HDR,919,5,4,1,Monitor,Komputronik,2024-11-04
Samsung Odyssey G30A LS27AG300NRXEN - 27'' | VA | Full HD | 1ms | 144Hz,645,4.85,20,1,Monitor,Komputronik,2024-11-04
ASUS VY279HGE - 27'' | IPS | Full HD | 1ms | 144Hz,749,5,5,1,Monitor,Komputronik,2024-11-04
Xiaomi A27i - 27'' | IPS | Full HD | 100Hz,435,5,1,1,Monitor,Komputronik,2024-11-04
LG 27GS85Q-B - 27'' | Nano IPS | QHD | 1ms | 180Hz / 200Hz OC | HDR 400,1299,5,1,1,Monitor,Komputronik,2024-11-04
Samsung Galaxy Buds3 Srebrne,749,5,1,1,Słuchawki (douszne),Komputronik,2024-11-05
Apple AirPods 3 gen (Lightning Charging Case),820,5,1,1,Słuchawki (douszne),Komputronik,2024-11-05
Apple AirPods Pro 2 gen MagSafe USB-C,1099,4.86,7,1,Słuchawki (dokanałowe),Komputronik,2024-11-05
Apple AirPods 2 gen,620,5,15,1,Słuchawki (douszne),Komputronik,2024-11-05
JBL Tune 770 BT NC Czarny,279,5,4,1,Słuchawki (nauszne),Komputronik,2024-11-05
JBL Tune 520 BT Czarne,159,4.92,6,1,Słuchawki (nauszne),Komputronik,2024-11-05
Technics EAH-A800E-K czarne,1199,,0,1,Słuchawki (nauszne),Komputronik,2024-11-05
Soundcore Liberty 4 NC Czarne,296,5,3,1,Słuchawki (dokanałowe),Komputronik,2024-11-05
Sony WHCH720 Czarne,318,5,21,1,Słuchawki (nauszne),Komputronik,2024-11-05
Apple AirPods 4 gen,649,,0,1,Słuchawki (douszne),Komputronik,2024-11-05
Apple AirPods 4 gen ANC,899,,0,1,Słuchawki (douszne),Komputronik,2024-11-05
Samsung Galaxy Tab A9 8.7 128GB szary (X110),799,5,7,1,Tablet,Komputronik,2024-11-05
Huawei MatePad 11.5'' S WiFi 8/256GB szary + klawiatura + rysik,1999,5,3,1,Tablet,Komputronik,2024-11-05
Apple iPad 10.2'' A13 Wi-Fi 64GB Gwiezdna Szarość (9.gen),1547,5,7,1,Tablet,Komputronik,2024-11-05
