Nazwa urzadzenia,Cena (zł),Ocena,Liczba ocen,Czy dostepny,Typ urzadzenia,Sklep,Data
Słuchawki douszne APPLE AirPods II Biały,499.99,4.9,689,1,Słuchawki (douszne),Media Expert,2024-10-21
Słuchawki nauszne JBL Tune 770NC Czarny,279.00,4.7,71,1,Słuchawki (nauszne),Media Expert,2024-10-21
Słuchawki nauszne JBL Tune 520BT Czarny,159.99,4.7,139,1,Słuchawki (nauszne),Media Expert,2024-10-21
Słuchawki nauszne TECHNICS EAH-A800 Czarny,858.00,4.4,24,1,Słuchawki (nauszne),Media Expert,2024-10-21
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,357.00,4.9,7,1,Słuchawki (dokanałowe),Media Expert,2024-10-21
Słuchawki nauszne SONY WHCH720NB Czarny,322.56,4.8,53,1,Słuchawki (nauszne),Media Expert,2024-10-21
Słuchawki douszne APPLE AirPods 4,649.00,4.9,10,1,Słuchawki (douszne),Media Expert,2024-10-21
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,899.00,4.4,5,1,Słuchawki (douszne),Media Expert,2024-10-21
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",799.00,4.5,6,1,Tablet,Media Expert,2024-10-21
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.8,24,1,Tablet,Media Expert,2024-10-21
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1649.65,4.9,120,1,Tablet,Media Expert,2024-10-21
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,24,1,Tablet,Media Expert,2024-10-21
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1499.00,5,2,1,Tablet,Media Expert,2024-10-21
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",,5,2,0,Tablet,Media Expert,2024-10-21
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",1199.00,4.8,48,1,Tablet,Media Expert,2024-10-21
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1415.29,5,1,1,Monitor,Media Expert,2024-10-21
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",731.94,4.8,13,1,Monitor,Media Expert,2024-10-21
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",1199.00,4.7,4,1,Monitor,Media Expert,2024-10-21
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",599.00,4.9,8,1,Monitor,Media Expert,2024-10-21
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",867.21,,0,1,Monitor,Media Expert,2024-10-21
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",449.00,4.8,2,1,Monitor,Media Expert,2024-10-21
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",1299.00,5,1,1,Monitor,Media Expert,2024-10-21
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,549.00,4.2,15,1,Słuchawki (douszne),Media Expert,2024-10-22
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),849.99,4.7,38,1,Słuchawki (douszne),Media Expert,2024-10-22
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),1099.00,4.9,169,1,Słuchawki (dokanałowe),Media Expert,2024-10-22
Słuchawki douszne APPLE AirPods II Biały,499.99,4.9,689,1,Słuchawki (douszne),Media Expert,2024-10-22
Słuchawki nauszne JBL Tune 770NC Czarny,279.00,4.7,71,1,Słuchawki (nauszne),Media Expert,2024-10-22
Słuchawki nauszne JBL Tune 520BT Czarny,159.99,4.7,140,1,Słuchawki (nauszne),Media Expert,2024-10-22
Słuchawki nauszne TECHNICS EAH-A800 Czarny,858.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-10-22
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,376.00,4.9,7,1,Słuchawki (dokanałowe),Media Expert,2024-10-22
Słuchawki nauszne SONY WHCH720NB Czarny,322.00,4.8,54,1,Słuchawki (nauszne),Media Expert,2024-10-22
Słuchawki douszne APPLE AirPods 4,649.00,4.9,10,1,Słuchawki (douszne),Media Expert,2024-10-22
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,899.00,4.4,5,1,Słuchawki (douszne),Media Expert,2024-10-22
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",799.00,4.5,6,1,Tablet,Media Expert,2024-10-22
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.8,24,1,Tablet,Media Expert,2024-10-22
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1649.65,4.9,120,1,Tablet,Media Expert,2024-10-22
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,24,1,Tablet,Media Expert,2024-10-22
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1499.00,5,2,1,Tablet,Media Expert,2024-10-22
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",,5,2,0,Tablet,Media Expert,2024-10-22
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",1199.00,4.8,48,1,Tablet,Media Expert,2024-10-22
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1415.29,5,1,1,Monitor,Media Expert,2024-10-22
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",731.94,4.8,13,1,Monitor,Media Expert,2024-10-22
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",1199.00,4.7,4,1,Monitor,Media Expert,2024-10-22
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",599.00,4.9,8,1,Monitor,Media Expert,2024-10-22
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",869.82,,0,1,Monitor,Media Expert,2024-10-22
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",449.00,4.8,2,1,Monitor,Media Expert,2024-10-22
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",1299.00,5,1,1,Monitor,Media Expert,2024-10-22
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,549.00,4.2,15,1,Słuchawki (douszne),Media Expert,2024-10-23
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),849.99,4.7,38,1,Słuchawki (douszne),Media Expert,2024-10-23
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),1099.00,4.9,170,1,Słuchawki (dokanałowe),Media Expert,2024-10-23
Słuchawki douszne APPLE AirPods II Biały,499.99,4.9,690,1,Słuchawki (douszne),Media Expert,2024-10-23
Słuchawki nauszne JBL Tune 770NC Czarny,279.00,4.7,72,1,Słuchawki (nauszne),Media Expert,2024-10-23
Słuchawki nauszne JBL Tune 520BT Czarny,159.99,4.7,140,1,Słuchawki (nauszne),Media Expert,2024-10-23
Słuchawki nauszne TECHNICS EAH-A800 Czarny,859.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-10-23
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,357.00,4.9,7,1,Słuchawki (dokanałowe),Media Expert,2024-10-23
Słuchawki nauszne SONY WHCH720NB Czarny,322.00,4.8,54,1,Słuchawki (nauszne),Media Expert,2024-10-23
Słuchawki douszne APPLE AirPods 4,649.00,4.9,10,1,Słuchawki (douszne),Media Expert,2024-10-23
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,899.00,4.4,5,1,Słuchawki (douszne),Media Expert,2024-10-23
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",799.00,4.5,6,1,Tablet,Media Expert,2024-10-23
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.8,24,1,Tablet,Media Expert,2024-10-23
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1649.65,4.9,121,1,Tablet,Media Expert,2024-10-23
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,24,1,Tablet,Media Expert,2024-10-23
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1499.00,5,2,1,Tablet,Media Expert,2024-10-23
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",,5,2,0,Tablet,Media Expert,2024-10-23
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",1199.00,4.8,48,1,Tablet,Media Expert,2024-10-23
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1415.29,5,1,1,Monitor,Media Expert,2024-10-23
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",731.94,4.8,13,1,Monitor,Media Expert,2024-10-23
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",959.00,4.7,4,1,Monitor,Media Expert,2024-10-23
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",599.00,4.9,8,1,Monitor,Media Expert,2024-10-23
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",871.23,,0,1,Monitor,Media Expert,2024-10-23
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",449.00,4.8,2,1,Monitor,Media Expert,2024-10-23
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",1299.00,5,1,1,Monitor,Media Expert,2024-10-23
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,549.00,4.2,15,1,Słuchawki (douszne),Media Expert,2024-10-24
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),849.99,4.7,38,1,Słuchawki (douszne),Media Expert,2024-10-24
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),1099.00,4.9,171,1,Słuchawki (dokanałowe),Media Expert,2024-10-24
Słuchawki douszne APPLE AirPods II Biały,499.99,4.9,692,1,Słuchawki (douszne),Media Expert,2024-10-24
Słuchawki nauszne JBL Tune 770NC Czarny,279.00,4.7,72,1,Słuchawki (nauszne),Media Expert,2024-10-24
Słuchawki nauszne JBL Tune 520BT Czarny,159.99,4.7,140,1,Słuchawki (nauszne),Media Expert,2024-10-24
Słuchawki nauszne TECHNICS EAH-A800 Czarny,859.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-10-24
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,380.00,4.9,8,1,Słuchawki (dokanałowe),Media Expert,2024-10-24
Słuchawki nauszne SONY WHCH720NB Czarny,322.00,4.8,54,1,Słuchawki (nauszne),Media Expert,2024-10-24
Słuchawki douszne APPLE AirPods 4,649.00,4.9,10,1,Słuchawki (douszne),Media Expert,2024-10-24
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,899.00,4.4,5,1,Słuchawki (douszne),Media Expert,2024-10-24
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",799.00,4.5,6,1,Tablet,Media Expert,2024-10-24
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",2199.00,4.8,24,1,Tablet,Media Expert,2024-10-24
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1649.65,4.9,121,1,Tablet,Media Expert,2024-10-24
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,24,1,Tablet,Media Expert,2024-10-24
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1499.00,5,2,1,Tablet,Media Expert,2024-10-24
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",,5,2,0,Tablet,Media Expert,2024-10-24
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",1199.00,4.8,48,1,Tablet,Media Expert,2024-10-24
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1415.29,5,1,1,Monitor,Media Expert,2024-10-24
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",699.00,4.8,13,1,Monitor,Media Expert,2024-10-24
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",1149.00,4.7,4,1,Monitor,Media Expert,2024-10-24
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",599.00,4.9,8,1,Monitor,Media Expert,2024-10-24
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",,,0,0,Monitor,Media Expert,2024-10-24
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",449.00,4.7,3,1,Monitor,Media Expert,2024-10-24
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",1299.00,5,1,1,Monitor,Media Expert,2024-10-24
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,549.00,4.2,15,1,Słuchawki (douszne),Media Expert,2024-10-25
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),649.00,4.7,38,1,Słuchawki (douszne),Media Expert,2024-10-25
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),1099.00,4.9,173,1,Słuchawki (dokanałowe),Media Expert,2024-10-25
Słuchawki douszne APPLE AirPods II Biały,499.99,4.9,692,1,Słuchawki (douszne),Media Expert,2024-10-25
Słuchawki nauszne JBL Tune 770NC Czarny,279.00,4.7,73,1,Słuchawki (nauszne),Media Expert,2024-10-25
Słuchawki nauszne JBL Tune 520BT Czarny,159.99,4.7,140,1,Słuchawki (nauszne),Media Expert,2024-10-25
Słuchawki nauszne TECHNICS EAH-A800 Czarny,859.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-10-25
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,376.00,4.9,8,1,Słuchawki (dokanałowe),Media Expert,2024-10-25
Słuchawki nauszne SONY WHCH720NB Czarny,322.00,4.8,54,1,Słuchawki (nauszne),Media Expert,2024-10-25
Słuchawki douszne APPLE AirPods 4,649.00,4.9,10,1,Słuchawki (douszne),Media Expert,2024-10-25
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,899.00,4.4,5,1,Słuchawki (douszne),Media Expert,2024-10-25
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",799.00,4.5,6,1,Tablet,Media Expert,2024-10-25
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",2199.00,4.8,24,1,Tablet,Media Expert,2024-10-25
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1649.65,4.9,121,1,Tablet,Media Expert,2024-10-25
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,24,1,Tablet,Media Expert,2024-10-25
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1499.00,5,2,1,Tablet,Media Expert,2024-10-25
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",,5,2,0,Tablet,Media Expert,2024-10-25
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",1199.00,4.8,49,1,Tablet,Media Expert,2024-10-25
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1415.29,5,1,1,Monitor,Media Expert,2024-10-25
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",649.99,4.8,13,1,Monitor,Media Expert,2024-10-25
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",1149.00,4.7,4,1,Monitor,Media Expert,2024-10-25
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",599.00,4.9,8,1,Monitor,Media Expert,2024-10-25
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",,,0,0,Monitor,Media Expert,2024-10-25
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",449.00,4.7,3,1,Monitor,Media Expert,2024-10-25
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",1299.00,5,1,1,Monitor,Media Expert,2024-10-25
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,549.00,4.2,15,1,Słuchawki (douszne),Media Expert,2024-10-26
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),649.00,4.7,38,1,Słuchawki (douszne),Media Expert,2024-10-26
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),1099.00,4.9,173,1,Słuchawki (dokanałowe),Media Expert,2024-10-26
Słuchawki douszne APPLE AirPods II Biały,499.99,4.9,692,1,Słuchawki (douszne),Media Expert,2024-10-26
Słuchawki nauszne JBL Tune 770NC Czarny,269.99,4.7,73,1,Słuchawki (nauszne),Media Expert,2024-10-26
Słuchawki nauszne JBL Tune 520BT Czarny,159.99,4.7,140,1,Słuchawki (nauszne),Media Expert,2024-10-26
Słuchawki nauszne TECHNICS EAH-A800 Czarny,859.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-10-26
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,376.00,4.9,8,1,Słuchawki (dokanałowe),Media Expert,2024-10-26
Słuchawki nauszne SONY WHCH720NB Czarny,322.00,4.8,54,1,Słuchawki (nauszne),Media Expert,2024-10-26
Słuchawki douszne APPLE AirPods 4,649.00,4.9,10,1,Słuchawki (douszne),Media Expert,2024-10-26
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,899.00,4.4,5,1,Słuchawki (douszne),Media Expert,2024-10-26
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",799.00,4.5,6,1,Tablet,Media Expert,2024-10-26
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.8,24,1,Tablet,Media Expert,2024-10-26
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1649.65,4.9,121,1,Tablet,Media Expert,2024-10-26
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,24,1,Tablet,Media Expert,2024-10-26
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1499.00,5,2,1,Tablet,Media Expert,2024-10-26
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",1399.00,5,2,1,Tablet,Media Expert,2024-10-26
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",1199.00,4.8,49,1,Tablet,Media Expert,2024-10-26
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1661.71,5,1,1,Monitor,Media Expert,2024-10-26
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",649.99,4.8,13,1,Monitor,Media Expert,2024-10-26
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",1149.00,4.7,4,1,Monitor,Media Expert,2024-10-26
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",599.99,4.9,8,1,Monitor,Media Expert,2024-10-26
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",,,0,0,Monitor,Media Expert,2024-10-26
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",449.00,4.7,3,1,Monitor,Media Expert,2024-10-26
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",1299.00,5,1,1,Monitor,Media Expert,2024-10-26
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,549.00,4.2,15,1,Słuchawki (douszne),Media Expert,2024-10-27
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),649.00,4.7,38,1,Słuchawki (douszne),Media Expert,2024-10-27
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),1099.00,4.9,173,1,Słuchawki (dokanałowe),Media Expert,2024-10-27
Słuchawki douszne APPLE AirPods II Biały,499.99,4.9,692,1,Słuchawki (douszne),Media Expert,2024-10-27
Słuchawki nauszne JBL Tune 770NC Czarny,269.99,4.7,73,1,Słuchawki (nauszne),Media Expert,2024-10-27
Słuchawki nauszne JBL Tune 520BT Czarny,159.99,4.7,140,1,Słuchawki (nauszne),Media Expert,2024-10-27
Słuchawki nauszne TECHNICS EAH-A800 Czarny,859.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-10-27
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,376.00,4.9,8,1,Słuchawki (dokanałowe),Media Expert,2024-10-27
Słuchawki nauszne SONY WHCH720NB Czarny,322.00,4.8,54,1,Słuchawki (nauszne),Media Expert,2024-10-27
Słuchawki douszne APPLE AirPods 4,649.00,4.9,10,1,Słuchawki (douszne),Media Expert,2024-10-27
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,899.00,4.4,5,1,Słuchawki (douszne),Media Expert,2024-10-27
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",799.00,4.5,6,1,Tablet,Media Expert,2024-10-27
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.8,24,1,Tablet,Media Expert,2024-10-27
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1649.65,4.9,121,1,Tablet,Media Expert,2024-10-27
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",999.00,4.6,24,1,Tablet,Media Expert,2024-10-27
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",1499.00,5,2,1,Tablet,Media Expert,2024-10-27
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",1399.00,5,2,1,Tablet,Media Expert,2024-10-27
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",1199.00,4.8,49,1,Tablet,Media Expert,2024-10-27
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1661.71,5,1,1,Monitor,Media Expert,2024-10-27
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",649.99,4.8,13,1,Monitor,Media Expert,2024-10-27
"Monitor IIYAMA G-Master GB2770QSU-B5 27"" 2560x1440px IPS 165Hz 0.5 ms [MPRT]",1149.00,4.7,4,1,Monitor,Media Expert,2024-10-27
"Monitor SAMSUNG Odyssey LS27AG300NR 27"" 1920x1080px 144Hz 1 ms [MPRT]",599.99,4.9,8,1,Monitor,Media Expert,2024-10-27
"Monitor ASUS VY279HGE 27"" 1920x1080px IPS 144Hz 1 ms [MPRT]",,,0,0,Monitor,Media Expert,2024-10-27
"Monitor XIAOMI A27i 27"" 1920x1080px IPS 100Hz",449.00,4.7,3,1,Monitor,Media Expert,2024-10-27
"Monitor LG UltraGear 27GS85Q-B 27"" 2560x1440px IPS 180Hz 1 ms [GTG]",1299.00,5,1,1,Monitor,Media Expert,2024-10-27
Słuchawki douszne SAMSUNG Buds 3 ANC Wodoodporne Srebrny,549.00,4.2,15,1,Słuchawki (douszne),Media Expert,2024-10-28
Słuchawki douszne APPLE AirPods III Biały (Etui z Lightning),649.00,4.7,38,1,Słuchawki (douszne),Media Expert,2024-10-28
Słuchawki dokanałowe APPLE AirPods Pro II Biały (Etui z USB-C),1099.00,4.9,173,1,Słuchawki (dokanałowe),Media Expert,2024-10-28
Słuchawki douszne APPLE AirPods II Biały,499.99,4.9,692,1,Słuchawki (douszne),Media Expert,2024-10-28
Słuchawki nauszne JBL Tune 770NC Czarny,269.99,4.7,73,1,Słuchawki (nauszne),Media Expert,2024-10-28
Słuchawki nauszne JBL Tune 520BT Czarny,159.99,4.7,141,1,Słuchawki (nauszne),Media Expert,2024-10-28
Słuchawki nauszne TECHNICS EAH-A800 Czarny,859.00,4.5,25,1,Słuchawki (nauszne),Media Expert,2024-10-28
Słuchawki dokanałowe SOUNDCORE Liberty 4 NC Czarny,376.00,4.9,8,1,Słuchawki (dokanałowe),Media Expert,2024-10-28
Słuchawki nauszne SONY WHCH720NB Czarny,322.00,4.8,54,1,Słuchawki (nauszne),Media Expert,2024-10-28
Słuchawki douszne APPLE AirPods 4,649.00,4.9,10,1,Słuchawki (douszne),Media Expert,2024-10-28
Słuchawki douszne APPLE AirPods 4 z aktywną redukcją szumów,899.00,4.4,5,1,Słuchawki (douszne),Media Expert,2024-10-28
"Tablet SAMSUNG Galaxy Tab A9 8.7"" 8/128 GB Wi-Fi Szary",999.00,4.5,6,1,Tablet,Media Expert,2024-10-28
"Tablet HUAWEI MatePad 11.5""S 8/256 GB Wi-Fi Szary + Rysik + Klawiatura",1999.00,4.8,24,1,Tablet,Media Expert,2024-10-28
"Tablet APPLE iPad 10.2"" 9 gen. 64GB Wi-Fi Gwiezdna szarość",1649.65,4.9,121,1,Tablet,Media Expert,2024-10-28
"Tablet LENOVO Tab P11 2 gen. TB350FU 11.5"" 6/128 GB Wi-Fi Szary + Rysik",1030.36,4.6,24,1,Tablet,Media Expert,2024-10-28
"Tablet LENOVO Yoga Tab 13 YT-K606F 13"" 8/128 GB Wi-Fi Czarny",2223.31,5,2,1,Tablet,Media Expert,2024-10-28
"Tablet XIAOMI Redmi Pad Pro 12.1"" 8/256 GB Wi-Fi Szary",,5,2,0,Tablet,Media Expert,2024-10-28
"Tablet SAMSUNG Galaxy Tab A9+ 11"" 8/128 GB Wi-Fi Szary",1199.00,4.8,49,1,Tablet,Media Expert,2024-10-28
"Monitor LG UltraFine 27UN880P-B 27"" 3840x2160px IPS",1661.71,5,1,1,Monitor,Media Expert,2024-10-28
"Monitor IIYAMA G-Master GB2470HSU-B5 23.8"" 1920x1080px IPS 165Hz 0.8 ms [MPRT]",649.99,4.8,13,1,Monitor,Media Expert,2024-10-28
